country_code,report_date,tests,confirmed,recovered,deaths,hosp,vent,cancel_events,icu,school_closing,workplace_closing,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index
BRN,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11.11
BRN,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11.11
BRN,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11.11
BRN,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11.11
BRN,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11.11
BRN,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11.11
BRN,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11.11
BRN,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11.11
BRN,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,19.44
BRN,2020-03-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,19.44
BRN,2020-03-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,19.44
BRN,2020-03-11,0,11,0,0,0,0,0,0,3,0,0,0,0,0,3,2,2,1,30.56
BRN,2020-03-12,0,11,0,0,0,0,0,0,3,0,0,0,0,0,3,2,2,1,30.56
BRN,2020-03-13,0,37,0,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-14,0,40,0,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-15,0,50,0,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-16,0,54,0,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-17,0,56,0,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-18,0,68,0,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-19,0,75,0,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-20,0,78,1,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-21,0,83,2,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-22,0,88,2,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-23,0,91,2,0,0,0,2,0,3,0,3,0,0,0,3,2,2,1,50
BRN,2020-03-24,0,104,2,0,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-03-25,0,109,2,0,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-03-26,0,114,5,0,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-03-27,0,115,11,0,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-03-28,0,120,25,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-03-29,0,126,34,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-03-30,0,127,38,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-03-31,0,129,45,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-01,0,131,52,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-02,0,133,56,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-03,0,134,65,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-04,0,135,66,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-05,0,135,73,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-06,0,135,82,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-07,0,135,85,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-08,0,135,91,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-09,0,135,92,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-10,0,136,99,1,0,0,2,0,3,0,3,0,0,0,4,2,2,1,52.78
BRN,2020-04-11,0,136,104,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-12,0,136,106,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-13,0,136,107,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-14,0,136,107,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-15,0,136,108,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-16,0,136,108,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-17,0,136,112,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-18,0,137,113,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-19,0,138,115,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-20,0,138,116,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-21,0,138,116,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-22,0,138,117,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-23,0,138,119,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-24,0,138,120,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-25,0,138,121,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-26,0,138,123,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-27,0,138,124,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-28,0,138,124,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-29,0,138,124,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-04-30,0,138,124,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-01,0,138,124,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-02,0,138,126,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-03,0,138,128,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-04,0,138,130,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-05,0,138,131,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-06,0,139,131,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-07,0,141,131,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-08,0,141,132,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-09,0,141,132,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-10,0,141,134,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-11,0,141,134,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-12,0,141,134,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-13,0,141,134,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-14,0,141,134,1,0,0,2,0,3,0,3,0,0,1,4,2,2,1,58.33
BRN,2020-05-15,0,141,135,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-16,0,141,136,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-17,0,141,136,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-18,0,141,136,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-19,0,141,136,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-20,0,141,136,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-21,0,141,136,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-22,0,141,136,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-23,0,141,136,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-24,0,141,137,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-25,0,141,137,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-26,0,141,137,1,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-27,0,141,137,2,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-28,0,141,138,2,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-29,0,141,138,2,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-30,0,141,138,2,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-05-31,0,141,138,2,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-06-01,0,141,138,2,0,0,1,0,3,0,3,0,0,1,4,2,2,1,52.78
BRN,2020-06-02,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-03,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-04,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-05,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-06,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-07,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-08,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-09,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-10,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-11,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-12,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-13,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-14,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-15,0,141,138,2,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-16,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-17,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-18,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-19,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-20,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-21,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-22,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-23,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-24,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-25,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-26,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-27,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-28,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-29,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-06-30,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-01,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-02,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-03,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-04,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-05,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-06,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-07,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-08,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-09,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-10,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-11,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-12,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-13,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-14,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-15,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-16,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-17,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-18,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-19,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-20,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-21,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-22,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-23,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-24,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-25,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-26,0,141,138,3,0,0,1,0,2,0,3,0,0,1,4,2,2,1,49.07
BRN,2020-07-27,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-07-28,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-07-29,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-07-30,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-07-31,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-01,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-02,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-03,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-04,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-05,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-06,0,141,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-07,0,142,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-08,0,142,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-09,0,142,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-10,0,142,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-11,0,142,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-12,0,142,138,3,0,0,1,0,1,0,3,0,0,0,4,2,2,1,39.81
BRN,2020-08-13,0,142,138,3,0,0,1,0,1,0,2,0,0,0,4,2,2,1,37.04
BRN,2020-08-14,0,142,138,3,0,0,1,0,1,0,2,0,0,0,4,2,3,1,37.04
BRN,2020-08-15,0,142,138,3,0,0,1,0,1,0,2,0,0,0,4,2,3,1,37.04
BRN,2020-08-16,0,142,138,3,0,0,1,0,1,0,2,0,0,0,4,2,3,1,37.04
BRN,2020-08-17,0,142,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-18,0,142,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-19,0,143,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-20,0,143,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-21,0,143,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-22,0,143,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-23,0,143,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-24,0,143,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-25,0,144,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-26,0,144,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-27,0,144,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-28,0,144,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-29,0,144,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-30,0,144,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-08-31,0,144,139,3,0,0,1,0,1,1,2,0,0,0,4,2,3,1,40.74
BRN,2020-09-01,0,144,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-02,0,144,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-03,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-04,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-05,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-06,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-07,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-08,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-09,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-10,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-11,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-12,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-13,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-14,0,145,139,3,0,0,1,0,1,1,2,0,0,0,3,2,3,1,37.96
BRN,2020-09-15,0,145,139,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-16,0,145,139,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-17,0,145,141,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-18,0,145,141,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-19,0,145,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-20,0,145,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-21,0,145,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-22,0,145,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-23,0,145,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-24,0,146,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-25,0,146,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-26,0,146,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-27,0,146,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-28,0,146,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
BRN,2020-09-29,0,146,142,3,0,0,1,0,1,1,2,0,0,0,2,2,3,1,35.19
